name,category,scale,mood,difficulty,description,tags
密林の探検隊,演出,中,冒険,2,ジャングルの奥地に設営された探検隊のキャンプ。地図と標本と未知の発見品。,冒険|トロピカル|屋台・テント
秘密結社の集会所,施設,大,秘密結社,4,地下に広がる秘密の集会室。フリーメーソン風の幾何学模様と儀式の道具が並ぶ。,秘密結社|神秘|地下|隠し要素
隠し部屋への入口,演出,小,秘密結社,2,本棚（本棚ブロック）が回転して隠し部屋への扉になる仕掛け。ピストンドアで再現。,秘密結社|神秘|エンチャント|レッドストーン|内装小物|図書|隠し要素
暗号解読室,文化,中,秘密結社,3,壁一面に暗号（看板）が書かれた部屋。解読のための道具と地図。知識が武器の部屋。,秘密結社|神秘|看板
秘密結社の紋章,演出,超小,秘密結社,1,組織のシンボルをブロックで地面に描いた紋章。見る角度で意味が変わる謎の印。,秘密結社|シンボル
地下の印刷所,産業,小,秘密結社,2,組織の秘密情報を印刷する地下の印刷機。看板とホッパーで実際に印刷っぽい演出。,秘密結社|産業|レッドストーン|地下|看板|隠し要素
謎の研究者の塔,施設,大,秘密結社,4,外から見ると普通の塔だが内部に巨大な陰謀の証拠が隠されている。地下3層まで続く秘密の研究所。,秘密結社|神秘|地下|塔|研究|隠し要素
廃坑のゴールドラッシュ,廃墟,大,ゴールドラッシュ,3,黄金を求めた採掘者たちが去った後の廃坑。使い捨てにされた道具と空っぽのチェスト。,ゴールドラッシュ|廃墟|収納
砂金採りの川原,産業,中,ゴールドラッシュ,2,採掘者たちがパンニング（砂金採り）する川原。テントと採掘道具の仮設集落。,ゴールドラッシュ|産業|屋台・テント
金鉱山の町,住居,大,ゴールドラッシュ,3,一攫千金を夢見た人々が集まった山間の急造の町。酒場・宿・雑貨屋が並ぶ。,ゴールドラッシュ|ウェスタン|酒場
採掘会社の本社,商業,中,ゴールドラッシュ,3,金鉱を独占しようとした大企業の事務所。金庫と帳簿が並ぶ欲望の中枢。,ゴールドラッシュ|商業
採掘装置の集積場,産業,大,ゴールドラッシュ,3,水圧採掘機（ディスペンサー＋水）や選鉱機（ホッパー）が並ぶ大型採掘プラント。,ゴールドラッシュ|産業|レッドストーン
幽霊の出る廃坑,廃墟,中,ゴールドラッシュ,3,崩落事故の後に捨てられた坑道。生き残れなかった採掘者の亡霊が彷徨うという噂。,ゴールドラッシュ|ホラー|トンネル
魔法の森の精霊の家,住居,小,魔法の森,2,木の根が壁になり苔が床になった精霊の住処。グロウベリーが天井を照らす自然の家。,魔法の森|ファンタジー|照明|苔・緑化
魔法の泉,自然,中,魔法の森,3,願いを叶えるという伝説の泉。エンドロッドの光が水中で揺れる幻想的な水場。,魔法の森|神秘|エンド素材|水景|海底|照明
古い魔法の木,自然,大,魔法の森,4,数百年生きてきた巨木。幹に顔（看板）が浮かび語りかけてくるという伝説の木。,魔法の森|神秘|水上|看板
魔法の蘑菸の輪（フェアリーリング）,自然,中,魔法の森,2,妖精が踊る丸く生えたキノコの輪。真夜中に入ると妖精の世界に迷い込む。,魔法の森|かわいい
迷子の小屋,住居,超小,魔法の森,1,森に迷い込んだ者だけが見つけられる小さな小屋。食べ物と暖炉だけある謎の宿。,魔法の森|神秘
木の精霊の社,宗教,超小,魔法の森,1,古木の根元に作られた小さな祠。石と花とランタンで精霊への感謝を表す。,魔法の森|宗教|宗教施設|照明|花
魔法の木の実農場,農業,中,魔法の森,2,食べると不思議な効果がある魔法の木の実（ベリー）を栽培する森の農場。,魔法の森|農業|ファンタジー
廃墟の庭園,自然,大,廃墟庭園,4,かつて手入れされた庭園が自然に還りかけている。蔦と苔に覆われた彫像と噴水の跡。,廃墟庭園|廃墟|庭園|水景|苔・緑化
廃の温室,施設,中,廃墟庭園,3,ガラスが割れて植物が内外に広がる廃温室。育てられなくなった植物が野生化している。,廃墟庭園|廃墟|ガラス
廃の迷路庭園,娯楽,大,廃墟庭園,3,枯れた生垣の迷路。かつては美しかった庭が廃墟化した寂しい遊具。,廃墟庭園|廃墟|庭園|迷路|遊具
廃の噴水,演出,中,廃墟庭園,2,苔に覆われ水が止まった噴水。台座に刻まれた彫刻だけが往年の美しさを伝える。,廃墟庭園|廃墟|水景|苔・緑化
廃の東屋,建造物,小,廃墟庭園,2,屋根が崩れ蔦が覆い尽くした休憩所。ベンチだけが残り誰かを待っているような雰囲気。,廃墟庭園|廃墟
音楽堂の廃墟,娯楽,大,廃墟庭園,3,野外音楽堂が廃墟化した姿。ステージの床が抜け観客席に草が生い茂る。,廃墟庭園|廃墟|舞台
囚人の島,施設,超大,監獄島,5,脱出不可能な孤島全体が監獄となった施設。アルカトラズを参考にした完全隔離の刑務所。,監獄島|ダーク|牢獄
独房の廊下,演出,中,監獄島,3,左右に鉄格子の独房が並ぶ長い廊下。足音だけが響く静かな恐怖。,監獄島|ダーク|牢獄|鉄
作業場,産業,大,監獄島,3,囚人が労働させられる作業場。ベルトコンベア（ホッパー）と厳格な管理体制。,監獄島|産業|レッドストーン
看守のバンガロー,住居,中,監獄島,2,監視区域が見渡せる看守の宿舎。仕事と私生活が混在する孤立した生活。,監獄島|ダーク
脱走の穴,演出,小,監獄島,2,誰かが掘り始めた地下のトンネル。成功したのか失敗したのか分からない途中の穴。,監獄島|神秘|トンネル|地下
処刑室,演出,小,監獄島,3,電気椅子（鉄の椅子）と一方向ガラス（氷）の証人席がある。冷たい石の部屋の歴史の証言。,監獄島|ダーク|ガラス|氷|鉄
砂の彫刻公園,娯楽,大,砂の芸術,3,砂岩やテラコッタで作った巨大な砂の彫刻が並ぶ野外公園。砂のお城や動物の像が立ち並ぶ。,砂の芸術|かわいい|テラコッタ|砂岩
砂漠の砂文字,演出,超大,砂の芸術,4,砂の地面に描いた巨大な文字や模様（地上絵）。上から見てはじめて意味がわかる。,砂の芸術|神秘
砂の迷宮,娯楽,大,砂の芸術,3,砂岩の壁で作った砂漠の迷宮。砂が積もった床で足跡が残る探索型の遊び場。,砂の芸術|娯楽|砂岩|迷路
テラコッタの絵画,演出,中,砂の芸術,3,色テラコッタを組み合わせて地面に描いた巨大なモザイク画。上から見て映えるアート。,砂の芸術|アート|テラコッタ
砂金師の夢の村,住居,中,砂の芸術,2,砂漠の中に砂岩と彩色テラコッタの家が並ぶ色鮮やかな村。砂の芸術を日常にした暮らし。,砂の芸術|住居|テラコッタ|砂岩
海中温泉,娯楽,中,海底温泉,3,深海の地熱で温まった天然の海底温泉。マグマブロックの熱と海水が混じる不思議な場所。,海底温泉|深海|水景|海底|溶岩|風呂・温泉
温泉魚のサンクチュアリ,自然,中,海底温泉,2,温かい温泉に集まる特別な魚（熱帯魚）が泳ぐ神秘の海底聖域。,海底温泉|自然|深海|水景|海底|風呂・温泉
海底の間欠泉,自然,小,海底温泉,2,一定間隔で熱水が噴き出す海底の間欠泉。ソウルサンドの泡とマグマで表現。,海底温泉|深海|水景|海底|溶岩
廃村のかかし,演出,超小,秋景色,1,誰もいなくなった農村に残されたかかし一体。曲がりくねった服と帽子がひとり佇む。,秋景色|ダーク
秋祭りの屋台通り,商業,大,秋景色,3,紅葉の木の下に並ぶ秋祭りの屋台。焼き芋・栗・りんご飴が並ぶ秋の風物詩。,秋景色|にぎやか|屋台・テント
紅葉の山道,演出,大,秋景色,3,赤と黄の葉が散り敷く山の小道。石段と杉の木が並ぶ秋の巡礼路。,秋景色|和風
秋の夜長の読書室,演出,小,秋景色,2,暖炉のそばに本棚と椅子が置かれた読書のための小部屋。ゆっくりと時間が流れる空間。,秋景色|のどか|エンチャント|内装小物|図書
月見の縁側,演出,超小,秋景色,1,満月を眺める縁側に団子（カボチャ）とお酒（樽）を並べた十五夜の風景。,秋景色|和風|収納|酒場
虫の音の野原,自然,中,秋景色,2,秋の夜に虫が鳴く草原。音符ブロックを仕込んで実際に音が出る仕掛け。,秋景色|のどか
幻の城下町,住居,超大,幻想郷,5,妖怪と人間が共存する不思議な城下町。和風の建物にあり得ない建築ルールが混在する。,幻想郷|和風
空中の縁日,娯楽,大,幻想郷,4,地面から浮かんだ縁日の会場。屋台が空中に浮かびランタンが宙に灯る不思議な祭り。,幻想郷|和風|屋台・テント|水上|照明|空中
霊夢の神社,宗教,中,幻想郷,3,日本の原風景を残した小さな神社。朝霧の中に鳥居が霞む幻想的な聖域。,幻想郷|和風|宗教施設
幻の図書館,文化,超大,幻想郷,5,現実世界では存在しないはずの本が並ぶ幻の図書館。本の迷宮の奥に魔女が住む。,幻想郷|神秘|図書|迷路
永遠亭,住居,大,幻想郷,4,竹林の奥に隠された孤立した屋敷。時が止まったような静かな和風の大邸宅。,幻想郷|和風|竹
竹林の迷路,自然,大,幻想郷,3,どこまで行っても出られない竹（サトウキビ）の迷宮。月明かりだけを頼りに進む幻想の森。,幻想郷|和風|竹|迷路
湖の上の屋敷,住居,大,幻想郷,4,深い霧に包まれた湖の上に建つ赤いゴシック風の屋敷。悪魔の主人が住む閉ざされた館。,幻想郷|ダーク
迷いの竹林の出口,演出,中,幻想郷,2,竹林の中にひっそり現れる鳥居。これが出口なのか罠なのかわからない分岐点。,幻想郷|神秘|トラップ|宗教施設|竹
アフリカの岩絵遺跡,演出,大,アフリカ,3,サハラ以南の岩肌にテラコッタで描かれた古代の壁画群。狩猟・踊り・宇宙人のような謎の絵。,アフリカ|古代|テラコッタ
スワヒリの交易都市,住居,超大,アフリカ,4,東アフリカの海岸に栄えたキルワ風の交易都市。白い石灰岩の建物と港が広がる。,アフリカ|歴史|港
西アフリカの王宮,住居,大,アフリカ,4,金で飾られたアシャンティ王国風の宮殿。木彫りと金装飾の豪華な建築。,アフリカ|豪華
アフリカの砂漠キャラバン,交通,中,アフリカ,2,サハラを渡るラクダのキャラバン。塩（白いブロック）と金を運ぶ交易の行列。,アフリカ|砂漠文明
マダガスカルの高床式住居,住居,中,アフリカ,2,インドネシア系の影響を受けたマダガスカル特有の高い基礎の上に建つ住居。,アフリカ|住居
